Author,Title,Type of Ban,State,District,Origin of Challenge,Frequency,Date
"Kobabe, Maia",Gender Queer: A Memoir,Banned in Libraries and Classrooms,Idaho,West ada school district,Formal Challenge,41,2022-02-01
"Kobabe, Maia",Gender Queer: A Memoir,Banned in Libraries and Classrooms,Texas,Prosper independent school district,Administrator,41,2022-01-01
"Kobabe, Maia",Gender Queer: A Memoir,Banned in Libraries and Classrooms,South carolina,Fort mill schools,Administrator,41,2021-11-01
"Kobabe, Maia",Gender Queer: A Memoir,Banned in Libraries and Classrooms,Texas,Birdville independent school district,Formal Challenge,41,2021-10-01
"Kobabe, Maia",Gender Queer: A Memoir,Banned in Libraries and Classrooms,Texas,Canutillo independent school district,Administrator,41,2021-10-01
"Kobabe, Maia",Gender Queer: A Memoir,Banned in Libraries and Classrooms,Texas,Clear creek independent school district,Administrator,41,2021-12-01
"Kobabe, Maia",Gender Queer: A Memoir,Banned in Libraries and Classrooms,Texas,Cypress-fairbanks independent school district,Administrator,41,2021-12-01
"Kobabe, Maia",Gender Queer: A Memoir,Banned in Libraries and Classrooms,Texas,Fort bend isd,Formal Challenge,41,2022-01-01
"Kobabe, Maia",Gender Queer: A Memoir,Banned in Libraries and Classrooms,Texas,Keller independent school district,Formal Challenge,41,2021-11-01
"Kobabe, Maia",Gender Queer: A Memoir,Banned in Libraries and Classrooms,Texas,Killeen independent school district,Administrator,41,2021-11-01
"Kobabe, Maia",Gender Queer: A Memoir,Banned in Libraries and Classrooms,Texas,Spring branch independent school district,Administrator,41,2021-11-01
"Kobabe, Maia",Gender Queer: A Memoir,Banned in Libraries,Pennsylvania,North penn school district,Administrator,41,2021-09-01
"Kobabe, Maia",Gender Queer: A Memoir,Banned Pending Investigation,Utah,Canyons school district,Administrator,41,2021-10-01
"Kobabe, Maia",Gender Queer: A Memoir,Banned Pending Investigation,Virginia,Fairfax county public schools,Formal Challenge,41,2021-09-01
"Kobabe, Maia",Gender Queer: A Memoir,Banned Pending Investigation,Virginia,Hanover county public schools,Administrator,41,2022-01-01
"Kobabe, Maia",Gender Queer: A Memoir,Banned Pending Investigation,Virginia,Harrisonburg city public schools,Administrator,41,2021-11-01
"Kobabe, Maia",Gender Queer: A Memoir,Banned in Libraries and Classrooms,Virginia,Loudoun county public schools,Administrator,41,2021-09-01
"Kobabe, Maia",Gender Queer: A Memoir,Banned Pending Investigation,Virginia,Virginia beach city public schools,Administrator,41,2021-10-01
"Kobabe, Maia",Gender Queer: A Memoir,Banned Pending Investigation,Washington,Central kitsap school district,Administrator,41,2021-11-01
"Kobabe, Maia",Gender Queer: A Memoir,Banned in Libraries and Classrooms,Florida,Pinellas county schools,Administrator,41,2021-10-01
"Kobabe, Maia",Gender Queer: A Memoir,Banned Pending Investigation,Pennsylvania,Wissahickon school district,Administrator,41,2021-10-01
"Kobabe, Maia",Gender Queer: A Memoir,Banned Pending Investigation,Washington,Walla walla public schools,Formal Challenge,41,2022-02-01
"Kobabe, Maia",Gender Queer: A Memoir,Banned Pending Investigation,Pennsylvania,Kutztown area school district,Administrator,41,2021-11-01
"Kobabe, Maia",Gender Queer: A Memoir,Banned in Libraries,Iowa,Waukee community school district,Administrator,41,2021-10-01
"Kobabe, Maia",Gender Queer: A Memoir,Banned in Libraries and Classrooms,Pennsylvania,Fairview school district,Administrator,41,2022-06-01
"Kobabe, Maia",Gender Queer: A Memoir,Banned Pending Investigation,Illinois,Community high school district 117,Administrator,41,2021-12-01
"Kobabe, Maia",Gender Queer: A Memoir,Banned Pending Investigation,Florida,Osceola county school district,Administrator,41,2022-04-01
"Kobabe, Maia",Gender Queer: A Memoir,Banned in Libraries and Classrooms,Florida,Brevard public schools,Administrator,41,2021-11-01
"Kobabe, Maia",Gender Queer: A Memoir,Banned in Libraries and Classrooms,Illinois,Harlem school district 122,Formal Challenge,41,2022-03-01
"Kobabe, Maia",Gender Queer: A Memoir,Banned in Libraries and Classrooms,Alaska,Anchorage school district,Administrator,41,2021-10-01
"Kobabe, Maia",Gender Queer: A Memoir,Banned in Libraries,Illinois,Lake forest schools,Administrator,41,2021-12-01
"Kobabe, Maia",Gender Queer: A Memoir,Banned in Libraries and Classrooms,Iowa,Ankeny community school district,Formal Challenge,41,2021-11-01
"Kobabe, Maia",Gender Queer: A Memoir,Banned in Libraries and Classrooms,Florida,Orange county public schools,Administrator,41,2021-10-01
"Kobabe, Maia",Gender Queer: A Memoir,Banned Pending Investigation,Kansas,Goddard public schools,Administrator,41,2021-11-01
"Kobabe, Maia",Gender Queer: A Memoir,Banned Pending Investigation,New york,Connetquot central school district,Formal Challenge,41,2022-04-01
"Kobabe, Maia",Gender Queer: A Memoir,Banned in Libraries and Classrooms,New york,Wappingers central school district,Formal Challenge,41,2022-03-01
"Kobabe, Maia",Gender Queer: A Memoir,Banned Pending Investigation,New york,Yorktown central school district,Formal Challenge,41,2022-01-01
"Kobabe, Maia",Gender Queer: A Memoir,Banned Pending Investigation,Ohio,Hudson city schools,Administrator,41,2021-09-01
"Kobabe, Maia",Gender Queer: A Memoir,Banned Pending Investigation,Pennsylvania,Downingtown area school district,Administrator,41,2021-10-01
"Kobabe, Maia",Gender Queer: A Memoir,Banned Pending Investigation,Pennsylvania,East stroudsburg area school district,Administrator,41,2021-11-01
"Kobabe, Maia",Gender Queer: A Memoir,Banned in Libraries and Classrooms,Maine,Regional school unit no. 56,Formal Challenge,41,2022-06-01
"Johnson, George M.",All Boys Aren't Blue,Banned in Libraries and Classrooms,Georgia,Forsyth county schools,Administrator,29,2022-01-01
"Johnson, George M.",All Boys Aren't Blue,Banned in Libraries and Classrooms,Missouri,Nixa public schools,Formal Challenge,29,2022-05-01
"Johnson, George M.",All Boys Aren't Blue,Banned Pending Investigation,Michigan,Rochester community schools district,Administrator,29,2022-04-01
"Johnson, George M.",All Boys Aren't Blue,Banned in Libraries and Classrooms,Maryland,Wicomico county public schools,Administrator,29,2022-02-01
"Johnson, George M.",All Boys Aren't Blue,Banned Pending Investigation,Kansas,Goddard public schools,Administrator,29,2021-11-01
"Johnson, George M.",All Boys Aren't Blue,Banned Pending Investigation,Iowa,Waukee community school district,Administrator,29,2021-10-01
"Johnson, George M.",All Boys Aren't Blue,Banned in Libraries and Classrooms,Florida,Indian river county school district,Administrator,29,2021-11-01
"Johnson, George M.",All Boys Aren't Blue,Banned Pending Investigation,Florida,Osceola county school district,Administrator,29,2022-04-01
"Johnson, George M.",All Boys Aren't Blue,Banned Pending Investigation,Florida,Orange county public schools,Administrator,29,2021-11-01
"Johnson, George M.",All Boys Aren't Blue,Banned in Libraries,Florida,Flagler schools,Administrator,29,2021-11-01
"Johnson, George M.",All Boys Aren't Blue,Banned in Libraries and Classrooms,Florida,Clay county district schools,Administrator,29,2021-12-01
"Johnson, George M.",All Boys Aren't Blue,Banned Pending Investigation,Florida,Brevard public schools,Administrator,29,2022-05-01
"Johnson, George M.",All Boys Aren't Blue,Banned Pending Investigation,Missouri,Wentzville school district,Formal Challenge,29,2021-10-01
"Johnson, George M.",All Boys Aren't Blue,Banned Pending Investigation,Missouri,North kansas city schools,Formal Challenge,29,2021-10-01
"Johnson, George M.",All Boys Aren't Blue,Banned in Libraries,Pennsylvania,North penn school district,Administrator,29,2021-09-01
"Johnson, George M.",All Boys Aren't Blue,Banned Pending Investigation,New york,Yorktown central school district,Formal Challenge,29,2022-01-01
"Johnson, George M.",All Boys Aren't Blue,Banned Pending Investigation,Texas,Klein independent school district,Administrator,29,2021-11-01
"Johnson, George M.",All Boys Aren't Blue,Banned Pending Investigation,Washington,Kent school district,Administrator,29,2022-01-01
"Johnson, George M.",All Boys Aren't Blue,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,29,2021-08-01
"Johnson, George M.",All Boys Aren't Blue,Banned in Libraries and Classrooms,Texas,Tyler independent school district,Administrator,29,2021-11-01
"Johnson, George M.",All Boys Aren't Blue,Banned in Libraries,Texas,North east independent school district,Administrator,29,2021-12-01
"Johnson, George M.",All Boys Aren't Blue,Banned Pending Investigation,Texas,Lamar consolidated independent school district,Administrator,29,2021-12-01
"Johnson, George M.",All Boys Aren't Blue,Banned in Libraries,Utah,Granite school district,Formal Challenge,29,2021-10-01
"Johnson, George M.",All Boys Aren't Blue,Banned in Libraries and Classrooms,Texas,Katy independent school district,Administrator,29,2021-11-01
"Johnson, George M.",All Boys Aren't Blue,Banned in Libraries and Classrooms,Texas,Denton independent school district,Administrator,29,2021-12-01
"Johnson, George M.",All Boys Aren't Blue,Banned in Libraries,Texas,Cypress-fairbanks independent school district,Administrator,29,2021-12-01
"Johnson, George M.",All Boys Aren't Blue,Banned in Libraries and Classrooms,Tennessee,Collierville schools,Administrator,29,2022-02-01
"Johnson, George M.",All Boys Aren't Blue,Banned Pending Investigation,Pennsylvania,East stroudsburg area school district,Administrator,29,2021-11-01
"Johnson, George M.",All Boys Aren't Blue,Banned Pending Investigation,Pennsylvania,Downingtown area school district,Administrator,29,2021-10-01
"Pérez, Ashley Hope",Out of Darkness,Banned in Libraries,Mississippi,Madison county schools,Administrator,24,2022-04-01
"Perez, Ashley Hope",Out of Darkness,Banned in Libraries and Classrooms,North carolina,Moore county schools,Administrator,24,2022-04-01
"Pérez, Ashley Hope",Out of Darkness,Banned Pending Investigation,Florida,Brevard public schools,Administrator,24,2022-05-01
"Pérez, Ashley Hope",Out of Darkness,Banned Pending Investigation,Florida,Indian river county school district,Administrator,24,2021-11-01
"Pérez, Ashley Hope",Out of Darkness,Banned Pending Investigation,Florida,Osceola county school district,Administrator,24,2022-04-01
"Pérez, Ashley Hope",Out of Darkness,Banned in Libraries and Classrooms,Georgia,Forsyth county schools,Administrator,24,2022-01-01
"Pérez, Ashley Hope",Out of Darkness,Banned in Libraries and Classrooms,Idaho,Nampa school district,Administrator,24,2022-05-01
"Pérez, Ashley Hope",Out of Darkness,Banned in Libraries and Classrooms,Indiana,Hamilton southeastern schools,Administrator,24,2021-07-01
"Pérez, Ashley Hope",Out of Darkness,Banned in Libraries,Indiana,Middlebury community schools,Administrator,24,2021-12-01
"Pérez, Ashley Hope",Out of Darkness,Banned Pending Investigation,Kansas,Goddard public schools,Administrator,24,2021-11-01
"Pérez, Ashley Hope",Out of Darkness,Banned Pending Investigation,Virginia,Henrico county public schools,Administrator,24,2021-10-01
"Pérez, Ashley Hope",Out of Darkness,Banned Pending Investigation,Texas,Klein independent school district,Administrator,24,2021-12-01
"Pérez, Ashley Hope",Out of Darkness,Banned Pending Investigation,Texas,Fredericksburg independent school district,Administrator,24,2022-03-01
"Pérez, Ashley Hope",Out of Darkness,Banned in Libraries,Wisconsin,School district of waukesha,Administrator,24,2021-12-01
"Pérez, Ashley Hope",Out of Darkness,Banned in Libraries and Classrooms,Utah,Washington county school district,Formal Challenge,24,2021-10-01
"Pérez, Ashley Hope",Out of Darkness,Banned Pending Investigation,Utah,Canyons school district,Administrator,24,2021-10-01
"Pérez, Ashley Hope",Out of Darkness,Banned in Classrooms,Texas,Leander independent school district,Administrator,24,2021-09-01
"Pérez, Ashley Hope",Out of Darkness,Banned in Libraries and Classrooms,Texas,Lake travis independent school district,Administrator,24,2021-09-01
"Pérez, Ashley Hope",Out of Darkness,Banned Pending Investigation,New york,Yorktown central school district,Formal Challenge,24,2022-01-01
"Pérez, Ashley Hope",Out of Darkness,Banned Pending Investigation,Texas,Birdville independent school district,Formal Challenge,24,2021-10-01
"Pérez, Ashley Hope",Out of Darkness,Banned in Classrooms,Texas,Clear creek independent school district,Administrator,24,2022-04-01
"Pérez, Ashley Hope",Out of Darkness,Banned in Libraries and Classrooms,Texas,Katy independent school district,Administrator,24,2022-02-01
"Pérez, Ashley Hope",Out of Darkness,Banned in Libraries,Texas,Keller independent school district,Formal Challenge,24,2021-11-01
"Pérez, Ashley Hope",Out of Darkness,Banned in Libraries,Texas,Granbury independent school district,Administrator,24,2022-01-01
"Morrison, Toni",The Bluest Eye,Banned in Libraries,Missouri,Nixa public schools,Formal Challenge,22,2022-02-01
"Morrison, Toni",The Bluest Eye,Banned in Libraries,Florida,Indian river county school district,Administrator,22,2021-11-01
"Morrison, Toni",The Bluest Eye,Banned Pending Investigation,Virginia,Virginia beach city public schools,Administrator,22,2021-10-01
"Morrison, Toni",The Bluest Eye,Banned Pending Investigation,Utah,Canyons school district,Administrator,22,2021-10-01
"Morrison, Toni",The Bluest Eye,Banned in Libraries and Classrooms,Florida,Sarasota county school,Administrator,22,2022-05-01
"Morrison, Toni",The Bluest Eye,Banned Pending Investigation,Florida,Santa rosa county district schools,Administrator,22,2022-04-01
"Morrison, Toni",The Bluest Eye,Banned in Libraries,Mississippi,Madison county schools,Administrator,22,2022-04-01
"Morrison, Toni",The Bluest Eye,Banned in Libraries,Florida,Polk county public schools,Administrator,22,2022-01-01
"Morrison, Toni",The Bluest Eye,Banned Pending Investigation,Texas,Klein independent school district,Administrator,22,2021-11-01
"Morrison, Toni",The Bluest Eye,Banned in Libraries and Classrooms,Florida,Lee county schools,Administrator,22,2022-02-01
"Morrison, Toni",The Bluest Eye,Banned in Libraries and Classrooms,Florida,Jackson county school district,Administrator,22,2022-04-01
"Morrison, Toni",The Bluest Eye,Banned in Libraries and Classrooms,Missouri,Wentzville school district,Formal Challenge,22,2022-01-01
"Morrison, Toni",The Bluest Eye,Banned Pending Investigation,Texas,Fredericksburg independent school district,Administrator,22,2022-03-01
"Morrison, Toni",The Bluest Eye,Banned Pending Investigation,Florida,Walton county school district,Administrator,22,2022-04-01
"Morrison, Toni",The Bluest Eye,Banned in Libraries and Classrooms,Georgia,Forsyth county schools,Administrator,22,2022-01-01
"Morrison, Toni",The Bluest Eye,Banned in Libraries and Classrooms,Idaho,Nampa school district,Administrator,22,2022-05-01
"Morrison, Toni",The Bluest Eye,Banned Pending Investigation,New york,Yorktown central school district,Formal Challenge,22,2022-01-01
"Morrison, Toni",The Bluest Eye,Banned in Libraries and Classrooms,Oklahoma,Bristow public schools,Administrator,22,2021-10-01
"Morrison, Toni",The Bluest Eye,Banned in Libraries,Tennessee,Wilson county school district,Other,22,2022-03-01
"Morrison, Toni",The Bluest Eye,Banned Pending Investigation,Texas,Birdville independent school district,Formal Challenge,22,2021-10-01
"Morrison, Toni",The Bluest Eye,Banned Pending Investigation,Michigan,Gladwin community schools,Administrator,22,2022-05-01
"Morrison, Toni",The Bluest Eye,Banned Pending Investigation,Kansas,Goddard public schools,Administrator,22,2021-11-01
"Evison, Jonathan",Lawn Boy,Banned Pending Investigation,Texas,Lamar consolidated independent school district,Administrator,17,2021-12-01
"Evison, Jonathan",Lawn Boy,Banned in Libraries,Pennsylvania,North penn school district,Administrator,17,2021-09-01
"Evison, Jonathan",Lawn Boy,Banned in Libraries and Classrooms,Texas,Katy independent school district,Administrator,17,2022-02-01
"Evison, Jonathan",Lawn Boy,Banned Pending Investigation,Kansas,Goddard public schools,Administrator,17,2021-11-01
"Evison, Jonathan",Lawn Boy,Banned Pending Investigation,Ohio,Hudson city schools,Administrator,17,2021-09-01
"Evison, Jonathan",Lawn Boy,Banned Pending Investigation,New york,Yorktown central school district,Formal Challenge,17,2022-01-01
"Evison, Jonathan",Lawn Boy,Banned Pending Investigation,Missouri,Wentzville school district,Formal Challenge,17,2021-10-01
"Evison, Jonathan",Lawn Boy,Banned Pending Investigation,Minnesota,Wayzata public schools,Administrator,17,2022-01-01
"Evison, Jonathan",Lawn Boy,Banned in Libraries,Florida,Orange county public schools,Formal Challenge,17,2021-10-01
"Evison, Jonathan",Lawn Boy,Banned Pending Investigation,Iowa,Waukee community school district,Administrator,17,2021-10-01
"Evison, Jonathan",Lawn Boy,Banned in Libraries,Michigan,Novi community school district,Formal Challenge,17,2022-01-01
"Thomas, Angie",The Hate U Give,Banned Pending Investigation,Oklahoma,Bristow public schools,Administrator,17,2021-10-01
"Thomas, Angie",The Hate U Give,Banned in Libraries,Florida,St. lucie public schools,Formal Challenge,17,2022-01-01
"Thomas, Angie",The Hate U Give,Banned Pending Investigation,Florida,Lee county schools,Administrator,17,2022-03-01
"Thomas, Angie",The Hate U Give,Banned Pending Investigation,Florida,Walton county school district,Administrator,17,2022-04-01
"Thomas, Angie",The Hate U Give,Banned in Classrooms,Illinois,Rowva cusd 208,Administrator,17,2021-11-01
"Thomas, Angie",The Hate U Give,Banned Pending Investigation,Kansas,Goddard public schools,Administrator,17,2021-11-01
"Thomas, Angie",The Hate U Give,Banned in Libraries,Mississippi,Madison county schools,Administrator,17,2022-04-01
"Thomas, Angie",The Hate U Give,Banned in Libraries and Classrooms,Florida,Lake county schools,Formal Challenge,17,2022-03-01
"Thomas, Angie",The Hate U Give,Banned in Libraries and Classrooms,Florida,Jackson county school district,Administrator,17,2022-04-01
"Thomas, Angie",The Hate U Give,Banned Pending Investigation,Florida,Indian river county school district,Administrator,17,2021-11-01
"Thomas, Angie",The Hate U Give,Banned Pending Investigation,Florida,Flagler schools,Administrator,17,2021-11-01
"Thomas, Angie",The Hate U Give,Banned Pending Investigation,New york,Yorktown central school district,Formal Challenge,17,2022-01-01
"Thomas, Angie",The Hate U Give,Banned Pending Investigation,Florida,Santa rosa county district schools,Administrator,17,2022-04-01
"Evison, Jonathan",Lawn Boy,Banned Pending Investigation,Virginia,Virginia beach city public schools,Administrator,17,2021-10-01
"Evison, Jonathan",Lawn Boy,Banned Pending Investigation,Virginia,Fairfax county public schools,Formal Challenge,17,2021-09-01
"Evison, Jonathan",Lawn Boy,Banned Pending Investigation,Utah,Canyons school district,Administrator,17,2021-10-01
"Evison, Jonathan",Lawn Boy,Banned in Libraries and Classrooms,Texas,Tyler independent school district,Administrator,17,2021-11-01
"Evison, Jonathan",Lawn Boy,Banned in Libraries and Classrooms,Texas,Prosper independent school district,Administrator,17,2022-01-01
"Evison, Jonathan",Lawn Boy,Banned in Libraries,Texas,North east independent school district,Administrator,17,2021-12-01
"Thomas, Angie",The Hate U Give,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,17,2021-08-01
"Thomas, Angie",The Hate U Give,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,17,2022-02-01
"Thomas, Angie",The Hate U Give,Banned Pending Investigation,Tennessee,Hamilton county schools,Administrator,17,2021-10-01
"Thomas, Angie",The Hate U Give,Banned in Libraries,Utah,Washington county school district,Formal Challenge,17,2021-10-01
"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,Banned Pending Investigation,Texas,Fredericksburg independent school district,Administrator,16,2022-03-01
"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,Banned in Libraries,Georgia,Forsyth county schools,Administrator,16,2022-01-01
"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,Banned Pending Investigation,Kansas,Goddard public schools,Administrator,16,2021-11-01
"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,Banned Pending Investigation,Oklahoma,Bristow public schools,Administrator,16,2021-10-01
"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,Banned in Libraries,Mississippi,Madison county schools,Administrator,16,2022-04-01
"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,Banned Pending Investigation,Michigan,Gladwin community schools,Administrator,16,2022-05-01
"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,Banned in Libraries and Classrooms,Idaho,Nampa school district,Administrator,16,2022-05-01
"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,Banned in Libraries and Classrooms,Kansas,Derby public schools,Formal Challenge,16,2021-11-01
"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,Banned in Libraries,Florida,Indian river county school district,Administrator,16,2021-11-01
"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,Banned in Libraries and Classrooms,Florida,Jackson county school district,Administrator,16,2022-04-01
"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,Banned in Libraries and Classrooms,Florida,Lee county schools,Administrator,16,2022-03-01
"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,Banned Pending Investigation,Florida,Santa rosa county district schools,Administrator,16,2022-04-01
"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,Banned Pending Investigation,Florida,Walton county school district,Administrator,16,2022-04-01
"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,Banned Pending Investigation,Iowa,Ottumwa community school district,Administrator,16,2022-04-01
"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,Banned in Libraries,Florida,St. lucie public schools,Formal Challenge,16,2022-01-01
"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,Banned in Libraries,Iowa,Ankeny community school district,Formal Challenge,16,2021-11-01
"Andrews, Jesse",Me and Earl and the Dying Girl,Banned in Libraries,Texas,Cypress-fairbanks independent school district,Administrator,14,2022-01-01
"Andrews, Jesse",Me and Earl and the Dying Girl,Banned in Libraries,Tennessee,Blount county schools,Formal Challenge,14,2021-11-01
"Andrews, Jesse",Me and Earl and the Dying Girl,Banned Pending Investigation,Texas,Lamar consolidated independent school district,Administrator,14,2021-12-01
"Andrews, Jesse",Me and Earl and the Dying Girl,Banned Pending Investigation,Pennsylvania,Downingtown area school district,Administrator,14,2021-10-01
"Andrews, Jesse",Me and Earl and the Dying Girl,Banned in Libraries,Texas,Keller independent school district,Formal Challenge,14,2021-11-01
"Andrews, Jesse",Me and Earl and the Dying Girl,Banned in Libraries and Classrooms,Texas,Katy independent school district,Administrator,14,2021-11-01
"Andrews, Jesse",Me and Earl and the Dying Girl,Banned Pending Investigation,Texas,Granbury independent school district,Administrator,14,2022-01-01
"Andrews, Jesse",Me and Earl and the Dying Girl,Banned in Libraries and Classrooms,Texas,Fredericksburg independent school district,Administrator,14,2022-03-01
"Andrews, Jesse",Me and Earl and the Dying Girl,Banned Pending Investigation,Texas,North east independent school district,Administrator,14,2021-12-01
"Andrews, Jesse",Me and Earl and the Dying Girl,Banned Pending Investigation,Pennsylvania,Elizabethtown area school district,Formal Challenge,14,2022-04-01
"Andrews, Jesse",Me and Earl and the Dying Girl,Banned in Libraries,Iowa,Ankeny community school district,Formal Challenge,14,2021-11-01
"Andrews, Jesse",Me and Earl and the Dying Girl,Banned in Libraries and Classrooms,Georgia,Forsyth county schools,Administrator,14,2022-01-01
"Andrews, Jesse",Me and Earl and the Dying Girl,Banned Pending Investigation,Florida,Osceola county school district,Administrator,14,2022-04-01
"Andrews, Jesse",Me and Earl and the Dying Girl,Banned in Libraries and Classrooms,Florida,Indian river county school district,Administrator,14,2021-11-01
"Hopkins, Ellen",Crank (Crank Series),Banned in Libraries and Classrooms,Idaho,Nampa school district,Administrator,12,2022-05-01
"Hopkins, Ellen",Crank (Crank Series),Banned in Libraries,Florida,Indian river county school district,Administrator,12,2021-11-01
"Hopkins, Ellen",Crank (Crank Series),Banned in Libraries,Georgia,Cherokee county school district,Formal Challenge,12,2022-01-01
"Hopkins, Ellen",Crank (Crank Series),Banned Pending Investigation,Florida,Brevard public schools,Administrator,12,2022-03-01
"Myracle, Lauren","l8r, g8r",Banned in Libraries,Indiana,Carmel clay schools,Administrator,12,2021-07-01
"Hopkins, Ellen",Crank (Crank Series),Banned Pending Investigation,Michigan,Gladwin community schools,Administrator,12,2022-05-01
"Hopkins, Ellen",Crank (Crank Series),Banned in Libraries,Indiana,Carmel clay schools,Administrator,12,2021-07-01
"Hopkins, Ellen",Crank (Crank Series),Banned Pending Investigation,Kansas,Goddard public schools,Administrator,12,2021-11-01
"Myracle, Lauren","l8r, g8r",Banned in Libraries and Classrooms,Idaho,Nampa school district,Administrator,12,2022-05-01
"Hopkins, Ellen",Crank (Crank Series),Banned in Libraries,Wisconsin,School district of waukesha,Administrator,12,2021-12-01
"Hosseini, Khaled",The Kite Runner,Banned Pending Investigation,Texas,Fredericksburg independent school district,Administrator,12,2022-03-01
"Hopkins, Ellen",Crank (Crank Series),Banned in Libraries and Classrooms,Texas,Fredericksburg independent school district,Administrator,12,2022-03-01
"Hosseini, Khaled",The Kite Runner,Banned in Libraries and Classrooms,Idaho,Nampa school district,Administrator,12,2022-05-01
"Myracle, Lauren","l8r, g8r",Banned in Libraries and Classrooms,Georgia,Forsyth county schools,Administrator,12,2022-01-01
"Hopkins, Ellen",Crank (Crank Series),Banned in Classrooms,Oklahoma,Bristow public schools,Administrator,12,2021-10-01
"Hosseini, Khaled",The Kite Runner,Banned Pending Investigation,Michigan,Gladwin community schools,Administrator,12,2022-05-01
"Myracle, Lauren","l8r, g8r",Banned Pending Investigation,Florida,Indian river county school district,Administrator,12,2021-11-01
"Hosseini, Khaled",The Kite Runner,Banned in Libraries,Mississippi,Madison county schools,Administrator,12,2022-04-01
"Hopkins, Ellen",Crank (Crank Series),Banned in Libraries and Classrooms,Texas,Prosper independent school district,Administrator,12,2022-03-01
"Myracle, Lauren","l8r, g8r",Banned in Libraries and Classrooms,Missouri,Francis howell school district,Formal Challenge,12,2021-10-01
"Myracle, Lauren","l8r, g8r",Banned Pending Investigation,Michigan,Gladwin community schools,Administrator,12,2022-05-01
"Hosseini, Khaled",The Kite Runner,Banned Pending Investigation,Texas,Birdville independent school district,Formal Challenge,12,2021-10-01
"Hosseini, Khaled",The Kite Runner,Banned Pending Investigation,Florida,Brevard public schools,Administrator,12,2022-05-01
"Hosseini, Khaled",The Kite Runner,Banned in Libraries and Classrooms,Florida,Indian river county school district,Administrator,12,2021-11-01
"Hosseini, Khaled",The Kite Runner,Banned in Libraries,Florida,Polk county public schools,Administrator,12,2022-01-01
"Hosseini, Khaled",The Kite Runner,Banned Pending Investigation,Florida,Santa rosa county district schools,Administrator,12,2022-04-01
"Hosseini, Khaled",The Kite Runner,Banned in Libraries,Florida,St. lucie public schools,Formal Challenge,12,2021-12-01
"Asher, Jay",Thirteen Reasons Why,Banned in Libraries,Texas,Katy independent school district,Administrator,12,2021-10-01
"Asher, Jay",Thirteen Reasons Why,Banned Pending Investigation,Texas,Fredericksburg independent school district,Administrator,12,2022-03-01
"Asher, Jay",Thirteen Reasons Why,Banned Pending Investigation,Michigan,Gladwin community schools,Administrator,12,2022-05-01
"Asher, Jay",Thirteen Reasons Why,Banned in Libraries and Classrooms,Idaho,Nampa school district,Administrator,12,2022-05-01
"Myracle, Lauren","l8r, g8r",Banned in Libraries,Wisconsin,School district of waukesha,Administrator,12,2021-12-01
"Asher, Jay",Thirteen Reasons Why,Banned Pending Investigation,Florida,Walton county school district,Administrator,12,2022-04-01
"Asher, Jay",Thirteen Reasons Why,Banned in Libraries,Florida,St. lucie public schools,Formal Challenge,12,2021-12-01
"Asher, Jay",Thirteen Reasons Why,Banned in Libraries,Florida,St. johns county school district,Formal Challenge,12,2022-05-01
"Asher, Jay",Thirteen Reasons Why,Banned Pending Investigation,Florida,Santa rosa county district schools,Administrator,12,2022-04-01
"Asher, Jay",Thirteen Reasons Why,Banned in Libraries,Florida,Polk county public schools,Administrator,12,2022-01-01
"Asher, Jay",Thirteen Reasons Why,Banned in Libraries,Florida,Lee county schools,Administrator,12,2022-05-01
"Asher, Jay",Thirteen Reasons Why,Banned in Libraries and Classrooms,Florida,Jackson county school district,Administrator,12,2022-04-01
"Asher, Jay",Thirteen Reasons Why,Banned Pending Investigation,Florida,Indian river county school district,Administrator,12,2021-11-01
"Hosseini, Khaled",The Kite Runner,Banned Pending Investigation,Florida,Walton county school district,Administrator,12,2022-04-01
"Hosseini, Khaled",The Kite Runner,Banned in Classrooms,Georgia,Cherokee county school district,Formal Challenge,12,2022-02-01
"Myracle, Lauren","l8r, g8r",Banned Pending Investigation,Utah,Canyons school district,Administrator,12,2021-10-01
"Myracle, Lauren","l8r, g8r",Banned in Libraries and Classrooms,Texas,Keller independent school district,Formal Challenge,12,2021-11-01
"Myracle, Lauren","l8r, g8r",Banned in Libraries and Classrooms,Texas,Fredericksburg independent school district,Administrator,12,2022-03-01
