Author,Title,Type of Ban,State,District,Origin of Challenge,Frequency,Date
"Cisneros, Sandra",The House on Mango Street,Banned Pending Investigation,Michigan,Gladwin community schools,Administrator,1,2022-05-01
"Chinn, Karen",Sam and the Lucky Money,Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Chambers, Veronica","Celia Cruz, Queen of Salsa",Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Chin-Lee, Cynthia",Amelia to Zora: Twenty-Six Women Who Changed the World,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
Chii,The Bride Was a Boy,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
Chief Seattle,"Brother Eagle, Sister Sky",Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Cherry, Matthew A.",Hair Love,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Cheng, Andrea",The Year of the Book (Anna Wang Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Cheng, Andrea","Etched in Clay: The Life of Dave, Enslaved Potter and Poet",Banned in Libraries,Texas,Katy independent school district,Administrator,1,2022-01-01
"Charlton-Trujillo, E. E.",Rebel Girl Revolution (Fat Angie Series),Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Charlton-Trujillo, E. E.",Homecoming (Fat Angie Series),Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Charlton-Trujillo, E. E.",Fat Angie (Fat Angie Series),Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Chang, Iris",The Rape of Nanking,Banned Pending Investigation,Florida,Indian river county school district,Administrator,1,2021-11-01
"Callender, Kacen",Hurricane Child,Banned in Libraries,Texas,North east independent school district,Administrator,1,2021-12-01
"Cabot, Meg",Ready or Not (All-American Girl Series),Banned in Libraries,Florida,Indian river county school district,Administrator,1,2021-11-01
"Boyd, Maria",Will,Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Bynum, Betty K.",I'm a Pretty Little Black Girl!,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Bruchac, Joseph",Eagle Song,Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Bruchac, Joseph",Crazy Horse's Vision,Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Brown, Tameka Fryer",Around Our Way on Neighbors' Day,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Brown, Savannah",The Truth about Keeping Secrets,Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Brown, Monica","Tito Puente, Mambo King/Tito Puente, Rey del Mambo",Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Brown, Monica","Pele, King of Soccer/Pele, El rey del futbol: Bilingual Spanish-English",Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Brown, Monica",My Name Is Celia: The Life Of Celia Cruz / Me Llamo Celia: La Vida de Celia Cruz,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Brown, Monica",Lola Levine: Drama Queen (Lola Levine Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Brown, Monica",Lola Levine Meets Jelly and Bean (Lola Levine Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Brown, Monica",Lola Levine Is Not Mean! (Lola Levine Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Brown, Monica",Lola Levine and the Vacation Dream (Lola Levine Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Brown, Monica",Lola Levine and the Halloween Scream (Lola Levine Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Brown, Monica",Lola Levine and the Ballet Scheme (Lola Levine Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Brown, Jaye Robin",The Meaning of Birds,Banned in Libraries,Texas,North east independent school district,Administrator,1,2021-12-01
"Brown, Jaye Robin",The Key to You and Me,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Brown, Dinah",Who Is Malala Yousafzai? (Who was...? Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Brown-Wood, JaNay",Imani's Moon,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Brewer, Z",Into the Real,Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Bray, Libba",Lair of Dreams (The Diviners Series),Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Braun, Eric",Protest Movements: Then and Now,Banned in Libraries and Classrooms,Wisconsin,School district of cadott community,Formal Challenge,1,2022-03-01
"Braswell, Kenneth","Daddy, There's A Noise Outside",Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Brandon, James","Ziggy, Stardust and Me",Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Braden, Ann",The Benefits of Being an Octopus,Banned in Libraries,Mississippi,Madison county schools,Administrator,1,2022-04-01
"Bruchac, Joseph",Squanto's Journey: The Story of the First Thanksgiving,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Bruchac, Joseph",The First Strawberries,Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Bruchac, Joseph",Thirteen Moons on Turtle's Back: A Native American Year of Moons,Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Burd, Nick",The Vast Fields of Ordinary,Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Byers, Grace",I Am Enough,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Butler, Dori Hillestad",King & Kayla and the Case of the Unhappy Neighbor (King & Kayla Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Butler, Dori Hillestad",King & Kayla and the Case of the Secret Code (King & Kayla Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Butler, Dori Hillestad",King & Kayla and the Case of the Mysterious Mouse (King & Kayla Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Butler, Dori Hillestad",King & Kayla and the Case of the Missing Dog Treats (King & Kayla Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Butler, Dori Hillestad",King & Kayla and the Case of the Lost Tooth (King & Kayla Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Butler, Dori Hillestad",King & Kayla and the Case of the Lost Library Book (King & Kayla Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Butler, Dori Hillestad",King & Kayla and the Case of the Gold Ring (King & Kayla Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Butler, Dori Hillestad",King & Kayla and the Case of Found Fred (King & Kayla Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Burgess, Rebecca",How to Be Ace: A Memoir of Growing Up Asexual,Banned Pending Investigation,Vermont,Canaan schools,Formal Challenge,1,2022-03-01
"Bunting, Eve",Smoky Night,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Bruchac, Joseph",Two Roads,Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Bunting, Eve",A Day's Work,Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Bunker, Lisa",Zenobia July,Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Bulla, Clyde Robert",Eagle Feather,Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Buckley Jr., James",Who Was Jesse Owens? (Who was...? Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Buckley Jr., James",Who Are Venus and Serena Williams? (What was...? Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Brynie, Faith Hickman","101 Questions About Sex and Sexuality: With Answers for the Curious, Cautious, and Confused",Banned in Libraries,Texas,North east independent school district,Administrator,1,2021-12-01
"Brynie, Faith Hickman",101 Questions About Reproduction: Or How 1 + 1 = 3 or 4 or More,Banned in Libraries,Texas,North east independent school district,Administrator,1,2021-12-01
"Bryant, Jen",A Splash of Red: The Life and Art of Horace Pippin,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Brugman, Alyssa",Alex As Well,Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Brueggemann, Wibke",Love Is for Losers,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Giles, Gail",Girls Like Us (2015),Banned in Libraries and Classrooms,Texas,Keller independent school district,Formal Challenge,1,2021-12-01
"Ginwright, Shawn A.",Black Youth Rising: Activism and Radical Healing in Urban America,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Myracle, Lauren",How to Be Bad,Banned in Libraries,Wisconsin,School district of waukesha,Administrator,1,2021-12-01
"Levy, Dana Alison",The Misadventures of the Family Fletcher (Family Fletcher Series),Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Lyiscott, Jamila","Black Appetite. White Food.: Issues of Race, Voice, and Justice Within and Beyond the Classroom",Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Lurie, April",The Less-dead,Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Lund, Cameron",The Best Laid Plans,Banned Pending Investigation,Michigan,Gladwin community schools,Administrator,1,2022-05-01
"Lumumba, Chokwe","Reparations, Yes!: The Legal And Political Reasons Why New Afrikans, Black People In North America, Should Be Paid Now For The Enslavement Of Our Ancestors",Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Lumbard, Rabiah York",The Gift of Ramadan,Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Lukens, F. T.",In Deeper Waters,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Ludwig, Trudy",The Power of One: Every Act of Kindness Counts,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Lucas, Chad","Thanks a Lot, Universe",Banned in Libraries and Classrooms,Florida,Indian river county school district,Administrator,1,2021-11-01
"Love, Jessica",Julián at the Wedding (Julián Series),Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Love, Bettina L.",We Want to Do More Than Survive: Abolitionist Teaching and the Pursuit of Educational Freedom,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Lorenzi, Natalie Dias",Flying the Dragon,Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Lorenzi, Natalie Dias",A Long Pitch Home,Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Lorde, Audre",Sister Outsider: Essays and Speeches,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Lord, Cynthia",A Handful of Stars,Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Lookadoo, Justin",The Dateable Rules: A Guide to the Sexes,Banned Pending Investigation,Texas,Granbury independent school district,Administrator,1,2022-01-01
"London, Alex",Gold Wings Rising (Skybound Series),Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"London, Alex",Black Wings Beating (Skybound Series),Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Lo, Malinda",A Line in the Dark,Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Lippincott, Rachael",The Lucky List,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Linn, Laurent",Draw the Line,Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Lin, Grace",Starry River of the Sky,Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
