State,ID,District,Students_tested,Reading_proficiency_rate,Average_proficiency,Diff_from_mean_abs
New york,3602370,Addison central school district,528,30.0,54.32355555555556,24.323555555555558
New york,3602400,Afton central school district,264,30.0,54.32355555555556,24.323555555555558
New york,3602430,Akron central school district,559,51.0,54.32355555555556,3.323555555555558
New york,3602460,Albany city school district,3513,25.0,54.32355555555556,29.323555555555558
New york,3602520,Albion central school district,805,37.0,54.32355555555556,17.323555555555558
New york,3602550,Alden central school district,577,53.0,54.32355555555556,1.3235555555555578
New york,3602580,Alexander central school district,383,41.0,54.32355555555556,13.323555555555558
New york,3602670,Alexandria central school district,228,38.0,54.32355555555556,16.323555555555558
New york,3602700,Alfred-almond central school district,282,52.0,54.32355555555556,2.323555555555558
New york,3602730,Windsor central school district,823,47.0,54.32355555555556,7.323555555555558
New york,3602820,Altmar-parish-williamstown central school district,615,28.0,54.32355555555556,26.323555555555558
New york,3602880,Amagansett union free school district,60,,54.32355555555556,
New york,3602920,Amherst central school district,1078,54.0,54.32355555555556,0.3235555555555578
New york,3602940,Amityville union free school district,911,32.0,54.32355555555556,22.323555555555558
New york,3602970,Amsterdam city school district,1323,23.0,54.32355555555556,31.323555555555558
New york,3603000,Andes central school district,43,,54.32355555555556,
New york,3603030,Andover central school district,166,,54.32355555555556,
New york,3603060,Schenevus central school district,101,,54.32355555555556,
New york,3603180,Ardsley union free school district,1059,58.0,54.32355555555556,3.676444444444442
New york,3603210,Argyle central school district,266,41.0,54.32355555555556,13.323555555555558
New york,3603240,Arkport central school district,196,,54.32355555555556,
New york,3603270,Arlington central school district,3407,47.0,54.32355555555556,7.323555555555558
New york,3603420,Attica central school district,646,40.0,54.32355555555556,14.323555555555558
New york,3603480,Auburn city school district,1310,33.0,54.32355555555556,21.323555555555558
New york,3603630,Avoca central school district,170,,54.32355555555556,
New york,3603660,Avon central school district,379,48.0,54.32355555555556,6.323555555555558
New york,3603720,Babylon union free school district,457,60.0,54.32355555555556,5.676444444444442
New york,3603810,Bainbridge-guilford central school district,326,40.0,54.32355555555556,14.323555555555558
New york,3603840,Baldwin union free school district,1792,50.0,54.32355555555556,4.323555555555558
New york,3603870,Baldwinsville central school district,2496,45.0,54.32355555555556,9.323555555555558
New york,3603930,Ballston spa central school district,1724,49.0,54.32355555555556,5.323555555555558
New york,3603960,Barker central school district,339,47.0,54.32355555555556,7.323555555555558
New york,3603990,Batavia city school district,907,40.0,54.32355555555556,14.323555555555558
New york,3604050,Bath central school district,490,41.0,54.32355555555556,13.323555555555558
New york,3604080,Bay shore union free school district,1988,43.0,54.32355555555556,11.323555555555558
New york,3604110,Bayport-blue point union free school district,653,60.0,54.32355555555556,5.676444444444442
New york,3604140,Beacon city school district,1174,44.0,54.32355555555556,10.323555555555558
New york,3604200,Beaver river central school district,437,40.0,54.32355555555556,14.323555555555558
New york,3604290,Beekmantown central school district,722,37.0,54.32355555555556,17.323555555555558
New york,3604350,Belfast central school district,123,,54.32355555555556,
New york,3604370,Belleville-henderson central school district,207,42.0,54.32355555555556,12.323555555555558
New york,3604410,Bellmore union free school district,268,52.0,54.32355555555556,2.323555555555558
New york,3604530,Bemus point central school district,345,47.0,54.32355555555556,7.323555555555558
New york,3604590,Berkshire union free school district,17,,54.32355555555556,
New york,3604620,Berlin central school district,293,36.0,54.32355555555556,18.323555555555558
New york,3604650,Berne-knox-westerlo central school district,309,48.0,54.32355555555556,6.323555555555558
New york,3604710,Bethlehem central school district,2110,62.0,54.32355555555556,7.676444444444442
New york,3604740,Bethpage union free school district,1036,71.0,54.32355555555556,16.676444444444442
New york,3604757,Gilbertsville-mount upton central school district,167,,54.32355555555556,
New york,3604758,Kiryas joel village union free school district,34,,54.32355555555556,
New york,3604870,Binghamton city school district,2636,24.0,54.32355555555556,30.323555555555558
New york,3604920,East bloomfield central school district,391,48.0,54.32355555555556,6.323555555555558
New york,3605010,Bolton central school district,84,,54.32355555555556,
New york,3605040,Adirondack central school district,446,36.0,54.32355555555556,18.323555555555558
New york,3605220,Bradford central school district,107,,54.32355555555556,
New york,3605280,Brentwood union free school district,5136,32.0,54.32355555555556,22.323555555555558
New york,3605310,Brewster central school district,1301,50.0,54.32355555555556,4.323555555555558
New york,3605340,Briarcliff manor union free school district,825,73.0,54.32355555555556,18.676444444444442
New york,3605370,Bridgehampton union free school district,52,,54.32355555555556,
New york,3605460,Brighton central school district,1639,68.0,54.32355555555556,13.676444444444442
New york,3605520,Brunswick central school district (brittonkill),310,48.0,54.32355555555556,6.323555555555558
New york,3605580,Brockport central school district,1256,49.0,54.32355555555556,5.323555555555558
New york,3605610,Brocton central school district,229,29.0,54.32355555555556,25.323555555555558
New york,3605640,Bronxville union free school district,932,70.0,54.32355555555556,15.676444444444442
New york,3605670,Brookfield central school district,104,,54.32355555555556,
New york,3605820,Brushton-moira central school district,204,35.0,54.32355555555556,19.323555555555558
New york,3605850,Buffalo city school district,14751,22.0,54.32355555555556,32.32355555555556
New york,3605940,Burnt hills-ballston lake central school district,1249,57.0,54.32355555555556,2.676444444444442
New york,3606060,Byram hills central school district,1298,72.0,54.32355555555556,17.676444444444442
New york,3606090,Byron-bergen central school district,420,47.0,54.32355555555556,7.323555555555558
New york,3606160,Cairo-durham central school district,469,38.0,54.32355555555556,16.323555555555558
New york,3606180,Caledonia-mumford central school district,373,48.0,54.32355555555556,6.323555555555558
New york,3606210,Cambridge central school district,425,43.0,54.32355555555556,11.323555555555558
New york,3606240,Camden central school district,563,47.0,54.32355555555556,7.323555555555558
New york,3606300,Canajoharie central school district,342,43.0,54.32355555555556,11.323555555555558
New york,3606330,Canandaigua city school district,1505,51.0,54.32355555555556,3.323555555555558
New york,3606360,Canaseraga central school district,113,,54.32355555555556,
New york,3606390,Canastota central school district,385,38.0,54.32355555555556,16.323555555555558
New york,3606420,Candor central school district,363,29.0,54.32355555555556,25.323555555555558
New york,3606470,Canton central school district,517,49.0,54.32355555555556,5.323555555555558
New york,3606500,Spackenkill union free school district,600,53.0,54.32355555555556,1.3235555555555578
New york,3606540,Carle place union free school district,430,53.0,54.32355555555556,1.3235555555555578
New york,3606570,Carmel central school district,1552,50.0,54.32355555555556,4.323555555555558
New york,3606630,Carthage central school district,1512,35.0,54.32355555555556,19.323555555555558
New york,3606660,Cassadaga valley central school district,377,40.0,54.32355555555556,14.323555555555558
New york,3606690,Cato-meridian central school district,408,36.0,54.32355555555556,18.323555555555558
New york,3606720,Catskill central school district,599,32.0,54.32355555555556,22.323555555555558
New york,3606780,Cazenovia central school district,686,66.0,54.32355555555556,11.676444444444442
New york,3606840,Center moriches union free school district,444,55.0,54.32355555555556,0.6764444444444422
New york,3606870,Central islip union free school district,3078,22.0,54.32355555555556,32.32355555555556
New york,3606900,Central square central school district,1617,43.0,54.32355555555556,11.323555555555558
New york,3606990,Chappaqua central school district,2083,71.0,54.32355555555556,16.676444444444442
New york,3607020,Grand island central school district,1154,53.0,54.32355555555556,1.3235555555555578
New york,3607050,Charlotte valley central school district,112,,54.32355555555556,
New york,3607080,Chateaugay central school district,63,,54.32355555555556,
New york,3607110,Chatham central school district,440,50.0,54.32355555555556,4.323555555555558
New york,3607170,Chazy union free school district,174,,54.32355555555556,
New york,3607230,Cheektowaga central school district,1026,31.0,54.32355555555556,23.323555555555558
New york,3607260,Chenango forks central school district,688,42.0,54.32355555555556,12.323555555555558
New york,3607290,Chenango valley central school district,769,45.0,54.32355555555556,9.323555555555558
New york,3607320,Westhill central school district,656,52.0,54.32355555555556,2.323555555555558
New york,3607380,Chester union free school district,394,49.0,54.32355555555556,5.323555555555558
New york,3607440,Randolph academy union free school district,15,,54.32355555555556,
New york,3607470,Chittenango central school district,843,49.0,54.32355555555556,5.323555555555558
New york,3607530,Churchville-chili central school district,1607,47.0,54.32355555555556,7.323555555555558
New york,3607560,Cincinnatus central school district,166,,54.32355555555556,
New york,3607590,Clarence central school district,2115,64.0,54.32355555555556,9.676444444444442
New york,3607650,Thousand islands central school district,381,44.0,54.32355555555556,10.323555555555558
New york,3607680,Cleveland hill union free school district,652,40.0,54.32355555555556,14.323555555555558
New york,3607710,Clifton-fine central school district,121,,54.32355555555556,
New york,3607770,Clinton central school district,553,55.0,54.32355555555556,0.6764444444444422
New york,3607860,Clyde-savannah central school district,344,31.0,54.32355555555556,23.323555555555558
New york,3607890,Clymer central school district,198,,54.32355555555556,
New york,3607980,Cohoes city school district,811,32.0,54.32355555555556,22.323555555555558
New york,3608010,Cold spring harbor central school district,867,63.0,54.32355555555556,8.676444444444442
New york,3608100,Colton-pierrepont central school district,172,,54.32355555555556,
New york,3608130,Commack union free school district,2083,64.0,54.32355555555556,9.676444444444442
New york,3608160,Connetquot central school district,1416,57.0,54.32355555555556,2.676444444444442
New york,3608250,Cooperstown central school district,248,64.0,54.32355555555556,9.676444444444442
New york,3608280,Copenhagen central school district,213,35.0,54.32355555555556,19.323555555555558
New york,3608310,Copiague union free school district,2372,35.0,54.32355555555556,19.323555555555558
New york,3608340,Pembroke central school district,461,42.0,54.32355555555556,12.323555555555558
New york,3608370,Corinth central school district,492,34.0,54.32355555555556,20.323555555555558
New york,3608400,Corning city school district,1756,49.0,54.32355555555556,5.323555555555558
New york,3608430,Cornwall central school district,1295,61.0,54.32355555555556,6.676444444444442
New york,3608460,Cortland city school district,1025,34.0,54.32355555555556,20.323555555555558
New york,3608470,Mount pleasant-cottage union free school district,70,,54.32355555555556,
New york,3608490,Coxsackie-athens central school district,627,40.0,54.32355555555556,14.323555555555558
New york,3608580,Croton-harmon union free school district,719,62.0,54.32355555555556,7.676444444444442
New york,3608610,Crown point central school district,128,,54.32355555555556,
New york,3608790,Dansville central school district,629,35.0,54.32355555555556,19.323555555555558
New york,3608850,Deruyter central school district,154,,54.32355555555556,
New york,3608880,Deer park union free school district,1465,56.0,54.32355555555556,1.6764444444444422
New york,3608910,Delaware academy central school district at delhi,331,46.0,54.32355555555556,8.323555555555558
New york,3608970,Yorkshire-pioneer central school district,1168,40.0,54.32355555555556,14.323555555555558
New york,3609030,Depew union free school district,592,50.0,54.32355555555556,4.323555555555558
New york,3609060,Deposit central school district,260,42.0,54.32355555555556,12.323555555555558
New york,3609090,Jamesville-dewitt central school district,1294,64.0,54.32355555555556,9.676444444444442
New york,3609120,Dobbs ferry union free school district,660,62.0,54.32355555555556,7.676444444444442
New york,3609210,Dover union free school district,586,41.0,54.32355555555556,13.323555555555558
New york,3609240,Downsville central school district,126,,54.32355555555556,
New york,3609330,Dryden central school district,677,34.0,54.32355555555556,20.323555555555558
New york,3609360,Duanesburg central school district,393,50.0,54.32355555555556,4.323555555555558
New york,3609390,Dundee central school district,353,31.0,54.32355555555556,23.323555555555558
New york,3609420,Dunkirk city school district,950,28.0,54.32355555555556,26.323555555555558
New york,3609540,East aurora union free school district,602,61.0,54.32355555555556,6.676444444444442
New york,3609630,East greenbush central school district,1884,58.0,54.32355555555556,3.676444444444442
New york,3609660,East hampton union free school district,763,49.0,54.32355555555556,5.323555555555558
New york,3609690,East irondequoit central school district,1144,41.0,54.32355555555556,13.323555555555558
New york,3609720,East islip union free school district,1012,63.0,54.32355555555556,8.676444444444442
New york,3609840,East meadow union free school district,3038,61.0,54.32355555555556,6.676444444444442
New york,3609870,East moriches union free school district,283,47.0,54.32355555555556,7.323555555555558
New york,3609900,East quogue union free school district,80,,54.32355555555556,
New york,3609930,East rochester union free school district,287,58.0,54.32355555555556,3.676444444444442
New york,3609960,East rockaway union free school district,368,46.0,54.32355555555556,8.323555555555558
New york,3609990,East syracuse-minoa central school district,1228,41.0,54.32355555555556,13.323555555555558
New york,3610050,East williston union free school district,794,73.0,54.32355555555556,18.676444444444442
New york,3610080,Eastchester union free school district,1468,66.0,54.32355555555556,11.676444444444442
New york,3610140,Greenburgh eleven union free school district,26,,54.32355555555556,
New york,3610170,Eden central school district,534,54.0,54.32355555555556,0.3235555555555578
New york,3610200,Edgemont union free school district,1018,72.0,54.32355555555556,17.676444444444442
New york,3610230,Edinburg common school district,27,,54.32355555555556,
New york,3610260,Edmeston central school district,164,,54.32355555555556,
New york,3610380,Elba central school district,169,,54.32355555555556,
New york,3610410,Eldred central school district,288,39.0,54.32355555555556,15.323555555555558
New york,3610440,Elizabethtown-lewis central school district,104,,54.32355555555556,
New york,3610500,Ellenville central school district,721,26.0,54.32355555555556,28.323555555555558
New york,3610530,Ellicottville central school district,281,49.0,54.32355555555556,5.323555555555558
New york,3610560,Elmira city school district,2788,25.0,54.32355555555556,29.323555555555558
New york,3610590,Elmira heights central school district,451,35.0,54.32355555555556,19.323555555555558
New york,3610620,Elmont union free school district,2062,39.0,54.32355555555556,15.323555555555558
New york,3610650,Elmsford union free school district,469,33.0,54.32355555555556,21.323555555555558
New york,3610680,Elwood union free school district,955,61.0,54.32355555555556,6.676444444444442
New york,3610710,Union-endicott central school district,1961,35.0,54.32355555555556,19.323555555555558
New york,3610860,Fabius-pompey central school district,279,51.0,54.32355555555556,3.323555555555558
New york,3610890,Fairport central school district,1434,67.0,54.32355555555556,12.676444444444442
New york,3610920,Falconer central school district,437,43.0,54.32355555555556,11.323555555555558
New york,3610950,Fallsburg central school district,603,22.0,54.32355555555556,32.32355555555556
New york,3610980,Farmingdale union free school district,1491,51.0,54.32355555555556,3.323555555555558
New york,3611070,Fillmore central school district,359,42.0,54.32355555555556,12.323555555555558
New york,3611100,Fishers island union free school district,40,,54.32355555555556,
New york,3611160,Floral park-bellerose union free school district,676,47.0,54.32355555555556,7.323555555555558
New york,3611190,Fonda-fultonville central school district,537,42.0,54.32355555555556,12.323555555555558
New york,3611250,Forestville central school district,236,39.0,54.32355555555556,15.323555555555558
New york,3611280,Fort ann central school district,183,,54.32355555555556,
New york,3611310,Fort edward union free school district,188,,54.32355555555556,
New york,3611370,Fort plain central school district,292,34.0,54.32355555555556,20.323555555555558
New york,3611400,Frankfort-schuyler central school district,284,49.0,54.32355555555556,5.323555555555558
New york,3611430,Franklin central school district,127,,54.32355555555556,
New york,3611460,Franklin square union free school district,718,44.0,54.32355555555556,10.323555555555558
New york,3611490,Franklinville central school district,207,42.0,54.32355555555556,12.323555555555558
New york,3611520,Fredonia central school district,462,48.0,54.32355555555556,6.323555555555558
New york,3611550,Freeport union free school district,2890,33.0,54.32355555555556,21.323555555555558
New york,3611610,Frewsburg central school district,350,39.0,54.32355555555556,15.323555555555558
New york,3611640,Friendship central school district,157,,54.32355555555556,
New york,3611670,Frontier central school district,1408,64.0,54.32355555555556,9.676444444444442
New york,3611700,Fulton city school district,1594,32.0,54.32355555555556,22.323555555555558
New york,3611730,Galway central school district,382,45.0,54.32355555555556,9.323555555555558
New york,3611740,Gananda central school district,418,47.0,54.32355555555556,7.323555555555558
New york,3611760,Garden city union free school district,1369,70.0,54.32355555555556,15.676444444444442
New york,3611860,Garrison union free school district,119,,54.32355555555556,
New york,3611880,Gates-chili central school district,1649,42.0,54.32355555555556,12.323555555555558
New york,3611910,General brown central school district,711,33.0,54.32355555555556,21.323555555555558
New york,3611940,Geneseo central school district,363,49.0,54.32355555555556,5.323555555555558
New york,3611970,Geneva city school district,894,34.0,54.32355555555556,20.323555555555558
New york,3612030,Germantown central school district,155,,54.32355555555556,
New york,3612120,Gilboa-conesville central school district,121,,54.32355555555556,
New york,3612180,Glen cove city school district,1201,37.0,54.32355555555556,17.323555555555558
New york,3612240,Glens falls city school district,949,39.0,54.32355555555556,15.323555555555558
New york,3612270,Gloversville city school district,1034,26.0,54.32355555555556,28.323555555555558
New york,3612300,Gorham-middlesex central school district (marcus whitman),440,47.0,54.32355555555556,7.323555555555558
New york,3612330,Goshen central school district,1230,43.0,54.32355555555556,11.323555555555558
New york,3612360,Gouverneur central school district,608,26.0,54.32355555555556,28.323555555555558
New york,3612390,Gowanda central school district,494,31.0,54.32355555555556,23.323555555555558
New york,3612400,Greenburgh-graham union free school district,25,,54.32355555555556,
New york,3612450,Granville central school district,565,34.0,54.32355555555556,20.323555555555558
New york,3612510,Great neck union free school district,3102,70.0,54.32355555555556,15.676444444444442
New york,3612630,Greece central school district,4204,44.0,54.32355555555556,10.323555555555558
New york,3612660,Green island union free school district,154,,54.32355555555556,
New york,3612720,Greenburgh central school district,857,38.0,54.32355555555556,16.323555555555558
New york,3612750,Greene central school district,461,44.0,54.32355555555556,10.323555555555558
New york,3612840,Greenport union free school district,162,,54.32355555555556,
New york,3612870,Greenville central school district,282,45.0,54.32355555555556,9.323555555555558
New york,3612900,Greenwich central school district,485,45.0,54.32355555555556,9.323555555555558
New york,3612960,Greenwood lake union free school district,172,,54.32355555555556,
New york,3612990,Springville-griffith institute central school district,596,43.0,54.32355555555556,11.323555555555558
New york,3613020,Groton central school district,371,29.0,54.32355555555556,25.323555555555558
New york,3613080,Guilderland central school district,2227,58.0,54.32355555555556,3.676444444444442
New york,3613110,Hadley-luzerne central school district,306,38.0,54.32355555555556,16.323555555555558
New york,3613230,Haldane central school district,398,58.0,54.32355555555556,3.676444444444442
New york,3613290,Half hollow hills central school district,3152,66.0,54.32355555555556,11.676444444444442
New york,3613350,Hamburg central school district,1156,62.0,54.32355555555556,7.676444444444442
New york,3613380,Hamilton central school district,168,,54.32355555555556,
New york,3613440,Hammond central school district,144,,54.32355555555556,
New york,3613470,Hammondsport central school district,216,43.0,54.32355555555556,11.323555555555558
New york,3613530,Hampton bays union free school district,818,34.0,54.32355555555556,20.323555555555558
New york,3613560,Hancock central school district,114,,54.32355555555556,
New york,3613590,Hannibal central school district,692,24.0,54.32355555555556,30.323555555555558
New york,3613620,Harborfields central school district,1376,65.0,54.32355555555556,10.676444444444442
New york,3613710,Harpursville central school district,343,31.0,54.32355555555556,23.323555555555558
New york,3613740,Harrison central school district,1554,55.0,54.32355555555556,0.6764444444444422
New york,3613770,Harrisville central school district,201,30.0,54.32355555555556,24.323555555555558
New york,3613830,Hartford central school district,227,33.0,54.32355555555556,21.323555555555558
New york,3613950,Hastings-on-hudson union free school district,730,72.0,54.32355555555556,17.676444444444442
New york,3613980,Hauppauge union free school district,1000,66.0,54.32355555555556,11.676444444444442
New york,3614010,Haverstraw-stony point csd (north rockland),2523,46.0,54.32355555555556,8.323555555555558
New york,3614070,Hawthorne-cedar knolls union free school district,64,,54.32355555555556,
New york,3614130,Hempstead union free school district,3141,16.0,54.32355555555556,38.32355555555556
New york,3614190,Hendrick hudson central school district,1115,50.0,54.32355555555556,4.323555555555558
New york,3614220,Herkimer central school district,438,33.0,54.32355555555556,21.323555555555558
New york,3614250,Hermon-dekalb central school district,191,,54.32355555555556,
New york,3614280,Herricks union free school district,1873,71.0,54.32355555555556,16.676444444444442
New york,3614310,Heuvelton central school district,240,34.0,54.32355555555556,20.323555555555558
New york,3614340,Hicksville union free school district,2093,54.0,54.32355555555556,0.3235555555555578
New york,3614400,Highland central school district,566,44.0,54.32355555555556,10.323555555555558
New york,3614430,Highland falls central school district,447,42.0,54.32355555555556,12.323555555555558
New york,3614460,Hilton central school district,1473,52.0,54.32355555555556,2.323555555555558
New york,3614490,Hinsdale central school district,241,33.0,54.32355555555556,21.323555555555558
New york,3614550,Holland central school district,317,47.0,54.32355555555556,7.323555555555558
New york,3614580,Holland patent central school district,450,48.0,54.32355555555556,6.323555555555558
New york,3614610,Holley central school district,356,38.0,54.32355555555556,16.323555555555558
New york,3614640,Homer central school district,920,40.0,54.32355555555556,14.323555555555558
New york,3614670,Honeoye central school district,180,,54.32355555555556,
New york,3614700,Honeoye falls-lima central school district,842,63.0,54.32355555555556,8.676444444444442
New york,3614730,Hoosic valley central school district,373,48.0,54.32355555555556,6.323555555555558
New york,3614760,Hoosick falls central school district,514,37.0,54.32355555555556,17.323555555555558
New york,3614820,Hornell city school district,589,33.0,54.32355555555556,21.323555555555558
New york,3614850,Horseheads central school district,1871,49.0,54.32355555555556,5.323555555555558
New york,3614880,Sackets harbor central school district,183,,54.32355555555556,
New york,3614940,Hudson city school district,742,32.0,54.32355555555556,22.323555555555558
New york,3614970,Hudson falls central school district,986,31.0,54.32355555555556,23.323555555555558
New york,3615030,George junior republic union free school district,35,,54.32355555555556,
New york,3615060,Hunter-tannersville central school district,123,,54.32355555555556,
New york,3615090,Huntington union free school district,1997,42.0,54.32355555555556,12.323555555555558
New york,3615180,Hyde park central school district,1319,41.0,54.32355555555556,13.323555555555558
New york,3615210,Kinderhook central school district,405,56.0,54.32355555555556,1.6764444444444422
New york,3615270,Indian lake central school district,63,,54.32355555555556,
New york,3615300,Indian river central school district,1627,34.0,54.32355555555556,20.323555555555558
New york,3615330,Inlet common school district,17,,54.32355555555556,
New york,3615360,Iroquois central school district,666,65.0,54.32355555555556,10.676444444444442
New york,3615390,West irondequoit central school district,1218,63.0,54.32355555555556,8.676444444444442
New york,3615450,Irvington union free school district,877,68.0,54.32355555555556,13.676444444444442
New york,3615480,Island park union free school district,312,34.0,54.32355555555556,20.323555555555558
New york,3615510,Island trees union free school district,773,61.0,54.32355555555556,6.676444444444442
New york,3615540,Islip union free school district,792,53.0,54.32355555555556,1.3235555555555578
New york,3615570,Ithaca city school district,2174,56.0,54.32355555555556,1.6764444444444422
New york,3615630,Jamestown city school district,2508,30.0,54.32355555555556,24.323555555555558
New york,3615720,Jefferson central school district,116,,54.32355555555556,
New york,3615780,Brookhaven-comsewogue union free school district,587,61.0,54.32355555555556,6.676444444444442
New york,3615810,Jericho union free school district,1367,76.0,54.32355555555556,21.676444444444442
New york,3615870,Johnsburg central school district,154,,54.32355555555556,
New york,3615900,Johnson city central school district,1242,31.0,54.32355555555556,23.323555555555558
New york,3615980,Johnstown city school district,681,38.0,54.32355555555556,16.323555555555558
New york,3615990,Jordan-elbridge central school district,574,37.0,54.32355555555556,17.323555555555558
New york,3616080,Katonah-lewisboro union free school district,1621,67.0,54.32355555555556,12.676444444444442
New york,3616140,Keene central school district,91,,54.32355555555556,
New york,3616170,Ausable valley central school district,267,44.0,54.32355555555556,10.323555555555558
New york,3616200,Kendall central school district,279,48.0,54.32355555555556,6.323555555555558
New york,3616230,Kenmore-tonawanda union free school district,2524,44.0,54.32355555555556,10.323555555555558
New york,3616260,Kings park central school district,1175,64.0,54.32355555555556,9.676444444444442
New york,3616290,Kingston city school district,2098,38.0,54.32355555555556,16.323555555555558
New york,3616380,La fargeville central school district,219,38.0,54.32355555555556,16.323555555555558
New york,3616410,Lafayette central school district,268,38.0,54.32355555555556,16.323555555555558
New york,3616440,Lackawanna city school district,587,28.0,54.32355555555556,26.323555555555558
New york,3616470,Lake george central school district,461,49.0,54.32355555555556,5.323555555555558
New york,3616500,Lake placid central school district,320,42.0,54.32355555555556,12.323555555555558
New york,3616530,Lake pleasant central school district,52,,54.32355555555556,
New york,3616560,Evans-brant central school district (lake shore),611,45.0,54.32355555555556,9.323555555555558
New york,3616620,Lakeland central school district,2287,56.0,54.32355555555556,1.6764444444444422
New york,3616680,Lancaster central school district,1960,58.0,54.32355555555556,3.676444444444442
New york,3616710,Lansing central school district,494,51.0,54.32355555555556,3.323555555555558
New york,3616740,Lansingburgh central school district,988,31.0,54.32355555555556,23.323555555555558
New york,3616800,Laurens central school district,136,,54.32355555555556,
New york,3616830,Lawrence union free school district,1256,46.0,54.32355555555556,8.323555555555558
New york,3616950,Le roy central school district,561,48.0,54.32355555555556,6.323555555555558
New york,3616960,North warren central school district,229,34.0,54.32355555555556,20.323555555555558
New york,3616980,North rose-wolcott central school district,563,33.0,54.32355555555556,21.323555555555558
New york,3617130,Letchworth central school district,446,37.0,54.32355555555556,17.323555555555558
New york,3617160,Levittown union free school district,1855,67.0,54.32355555555556,12.676444444444442
New york,3617190,Lewiston-porter central school district,939,56.0,54.32355555555556,1.6764444444444422
New york,3617220,Liberty central school district,627,26.0,54.32355555555556,28.323555555555558
New york,3617380,Lindenhurst union free school district,1570,56.0,54.32355555555556,1.6764444444444422
New york,3617400,Little flower union free school district,10,,54.32355555555556,
New york,3617430,Lisbon central school district,285,34.0,54.32355555555556,20.323555555555558
New york,3617460,Little falls city school district,382,36.0,54.32355555555556,18.323555555555558
New york,3617520,Liverpool central school district,3058,41.0,54.32355555555556,13.323555555555558
New york,3617580,Livingston manor central school district,194,,54.32355555555556,
New york,3617640,Livonia central school district,730,49.0,54.32355555555556,5.323555555555558
New york,3617670,Lockport city school district,1946,37.0,54.32355555555556,17.323555555555558
New york,3617700,Locust valley central school district,774,69.0,54.32355555555556,14.676444444444442
New york,3617730,Long beach city school district,1399,49.0,54.32355555555556,5.323555555555558
New york,3617760,Long lake central school district,10,,54.32355555555556,
New york,3617820,Lowville academy & central school district,664,43.0,54.32355555555556,11.323555555555558
New york,3617880,Lyme central school district,173,,54.32355555555556,
New york,3617910,Lynbrook union free school district,787,60.0,54.32355555555556,5.676444444444442
New york,3617940,Lyncourt union free school district,185,,54.32355555555556,
New york,3617970,Lyndonville central school district,288,36.0,54.32355555555556,18.323555555555558
New york,3618030,Lyons central school district,317,33.0,54.32355555555556,21.323555555555558
New york,3618080,Madison central school district,202,40.0,54.32355555555556,14.323555555555558
New york,3618090,Madrid-waddington central school district,255,36.0,54.32355555555556,18.323555555555558
New york,3618120,Mahopac central school district,1421,57.0,54.32355555555556,2.676444444444442
New york,3618150,Maine-endwell central school district,1157,47.0,54.32355555555556,7.323555555555558
New york,3618180,Malone central school district,575,38.0,54.32355555555556,16.323555555555558
New york,3618210,Malverne union free school district,712,51.0,54.32355555555556,3.323555555555558
New york,3618240,Mamaroneck union free school district,2577,65.0,54.32355555555556,10.676444444444442
New york,3618270,Manhasset union free school district,1742,71.0,54.32355555555556,16.676444444444442
New york,3618330,Fayetteville-manlius central school district,1923,66.0,54.32355555555556,11.676444444444442
New york,3618450,Marathon central school district,304,31.0,54.32355555555556,23.323555555555558
New york,3618480,Marcellus central school district,841,53.0,54.32355555555556,1.3235555555555578
New york,3618510,Margaretville central school district,118,,54.32355555555556,
New york,3618540,Marion central school district,383,40.0,54.32355555555556,14.323555555555558
New york,3618570,Marlboro central school district,756,38.0,54.32355555555556,16.323555555555558
New york,3618600,Cheektowaga-maryvale union free school district,892,42.0,54.32355555555556,12.323555555555558
New york,3618630,Massapequa union free school district,2070,63.0,54.32355555555556,8.676444444444442
New york,3618660,Massena central school district,1057,40.0,54.32355555555556,14.323555555555558
New york,3618690,William floyd union free school district,2835,36.0,54.32355555555556,18.323555555555558
New york,3618750,Mayfield central school district,345,44.0,54.32355555555556,10.323555555555558
New york,3618840,Mcgraw central school district,252,27.0,54.32355555555556,27.323555555555558
New york,3618900,Mechanicville city school district,548,37.0,54.32355555555556,17.323555555555558
New york,3618960,Medina central school district,677,37.0,54.32355555555556,17.323555555555558
New york,3618990,Menands union free school district,162,,54.32355555555556,
New york,3619020,Bellmore-merrick central high school district,1612,80.0,54.32355555555556,25.676444444444442
New york,3619110,Merrick union free school district,469,57.0,54.32355555555556,2.676444444444442
New york,3619170,Mexico central school district,773,35.0,54.32355555555556,19.323555555555558
New york,3619200,Middle country central school district,2265,53.0,54.32355555555556,1.3235555555555578
New york,3619230,Longwood central school district,3058,47.0,54.32355555555556,7.323555555555558
New york,3619260,Middleburgh central school district,309,43.0,54.32355555555556,11.323555555555558
New york,3619320,Middletown city school district,3413,29.0,54.32355555555556,25.323555555555558
New york,3619350,Milford central school district,120,,54.32355555555556,
New york,3619380,Millbrook central school district,444,52.0,54.32355555555556,2.323555555555558
New york,3619410,Miller place union free school district,702,61.0,54.32355555555556,6.676444444444442
New york,3619500,Mineola union free school district,1169,46.0,54.32355555555556,8.323555555555558
New york,3619530,Minerva central school district,57,,54.32355555555556,
New york,3619560,Minisink valley central school district,1644,46.0,54.32355555555556,8.323555555555558
New york,3619650,Monroe-woodbury central school district,2413,52.0,54.32355555555556,2.323555555555558
New york,3619680,Valley central school district (montgomery),1647,45.0,54.32355555555556,9.323555555555558
