State,ID,District,Students_tested,Reading_proficiency_rate,Average_proficiency,Diff_from_mean_abs
Idaho,1600660,Cassia county joint district,2782,41.0,54.32355555555556,13.323555555555558
Idaho,1600690,Castleford district,173,,54.32355555555556,
Idaho,1600720,Challis joint district,156,,54.32355555555556,
Idaho,1600750,Clark county district,75,,54.32355555555556,
Idaho,1600780,Coeur d'alene district,5529,60.0,54.32355555555556,5.676444444444442
Idaho,1600810,Cottonwood joint district,195,,54.32355555555556,
Idaho,1600815,Plummer-worley joint district,175,,54.32355555555556,
Idaho,1600840,Council district,128,,54.32355555555556,
Idaho,1600870,Culdesac joint district,49,,54.32355555555556,
Idaho,1600900,Dietrich district,132,,54.32355555555556,
Idaho,1600930,Bonneville joint district,6190,53.0,54.32355555555556,1.3235555555555578
Idaho,1600960,Preston joint district,1317,51.0,54.32355555555556,3.323555555555558
Idaho,1601020,Emmett independent dist,1291,46.0,54.32355555555556,8.323555555555558
Idaho,1601050,Filer district,861,41.0,54.32355555555556,13.323555555555558
Idaho,1601080,Firth district,390,38.0,54.32355555555556,16.323555555555558
Idaho,1601110,Fremont county joint district,1160,46.0,54.32355555555556,8.323555555555558
Idaho,1601140,Fruitland district,921,45.0,54.32355555555556,9.323555555555558
Idaho,1601170,Garden valley district,110,,54.32355555555556,
Idaho,1601200,Genesee joint district,173,,54.32355555555556,
Idaho,1601230,Glenns ferry joint district,212,27.0,54.32355555555556,27.323555555555558
Idaho,1601260,Gooding joint district,686,36.0,54.32355555555556,18.323555555555558
Idaho,1601290,Grace joint district,242,66.0,54.32355555555556,11.676444444444442
Idaho,1601380,Hagerman joint district,174,,54.32355555555556,
Idaho,1601410,Hansen district,167,,54.32355555555556,
Idaho,1601440,Highland joint district,92,,54.32355555555556,
Idaho,1601470,Homedale joint district,633,42.0,54.32355555555556,12.323555555555558
Idaho,1601500,Horseshoe bend school district,138,,54.32355555555556,
Idaho,1601530,Idaho falls district,5303,48.0,54.32355555555556,6.323555555555558
Idaho,1601570,Jefferson county jt district,2708,45.0,54.32355555555556,9.323555555555558
Idaho,1601590,Jerome joint district,1990,40.0,54.32355555555556,14.323555555555558
Idaho,1601620,Kamiah joint district,249,44.0,54.32355555555556,10.323555555555558
Idaho,1601650,Kellogg joint district,592,49.0,54.32355555555556,5.323555555555558
Idaho,1601680,Kendrick joint district,126,,54.32355555555556,
Idaho,1601710,Kimberly district,913,58.0,54.32355555555556,3.676444444444442
Idaho,1601740,Kootenai district,86,,54.32355555555556,
Idaho,1601770,Kuna joint district,2805,47.0,54.32355555555556,7.323555555555558
Idaho,1601800,Lakeland district,2312,56.0,54.32355555555556,1.6764444444444422
Idaho,1601830,Lapwai district,285,22.0,54.32355555555556,32.32355555555556
Idaho,1601860,Lewiston independent district,2555,49.0,54.32355555555556,5.323555555555558
Idaho,1601900,Mackay joint district,87,,54.32355555555556,
Idaho,1601920,Madison district,1335,45.0,54.32355555555556,9.323555555555558
Idaho,1601950,Marsh valley joint district,714,59.0,54.32355555555556,4.676444444444442
Idaho,1601980,Marsing joint district,469,43.0,54.32355555555556,11.323555555555558
Idaho,1602030,Mccall-donnelly jt. school district,523,71.0,54.32355555555556,16.676444444444442
Idaho,1602060,Meadows valley district,77,,54.32355555555556,
Idaho,1602070,Melba joint district,412,49.0,54.32355555555556,5.323555555555558
Idaho,1602100,Joint school district no. 2,19709,61.0,54.32355555555556,6.676444444444442
Idaho,1602130,Middleton district,2018,47.0,54.32355555555556,7.323555555555558
Idaho,1602160,Midvale district,55,,54.32355555555556,
Idaho,1602190,Minidoka county joint district,2091,40.0,54.32355555555556,14.323555555555558
Idaho,1602220,Moscow district,1291,63.0,54.32355555555556,8.676444444444442
Idaho,1602250,Mountain home district,1988,42.0,54.32355555555556,12.323555555555558
Idaho,1602280,Mullan district,59,,54.32355555555556,
Idaho,1602310,Murtaugh joint district,139,,54.32355555555556,
Idaho,1602340,Nampa school district,8379,42.0,54.32355555555556,12.323555555555558
Idaho,1602370,New plymouth district,508,61.0,54.32355555555556,6.676444444444442
Idaho,1602400,Nezperce joint district,65,,54.32355555555556,
Idaho,1602430,North gem district,97,,54.32355555555556,
Idaho,1602460,Notus district,218,39.0,54.32355555555556,15.323555555555558
Idaho,1602490,Oneida county district,499,43.0,54.32355555555556,11.323555555555558
Idaho,1602520,Orofino joint district,531,44.0,54.32355555555556,10.323555555555558
Idaho,1602550,Parma district,543,48.0,54.32355555555556,6.323555555555558
Idaho,1602580,Payette joint district,769,38.0,54.32355555555556,16.323555555555558
Idaho,1602610,Pleasant valley elem dist,3,,54.32355555555556,
Idaho,1602640,Pocatello district,6781,56.0,54.32355555555556,1.6764444444444422
Idaho,1602670,Post falls district,2991,53.0,54.32355555555556,1.3235555555555578
Idaho,1602700,Potlatch district,246,40.0,54.32355555555556,14.323555555555558
Idaho,1602730,Prairie elementary district,6,,54.32355555555556,
Idaho,1602760,Richfield district,98,,54.32355555555556,
Idaho,1602790,Ririe joint district,390,51.0,54.32355555555556,3.323555555555558
Idaho,1602820,Rockland district,96,,54.32355555555556,
Idaho,1602850,Salmon district,392,47.0,54.32355555555556,7.323555555555558
Idaho,1602910,Shelley joint district,1135,45.0,54.32355555555556,9.323555555555558
Idaho,1602940,Shoshone joint district,288,39.0,54.32355555555556,15.323555555555558
Idaho,1602970,Snake river district,867,45.0,54.32355555555556,9.323555555555558
Idaho,1603000,Soda springs joint district,421,48.0,54.32355555555556,6.323555555555558
Idaho,1603030,South lemhi district,45,,54.32355555555556,
Idaho,1603060,St maries joint district,492,47.0,54.32355555555556,7.323555555555558
Idaho,1603090,Sugar-salem joint district,756,53.0,54.32355555555556,1.3235555555555578
Idaho,1603120,Swan valley elementary dist,32,,54.32355555555556,
Idaho,1603180,Teton county district,850,43.0,54.32355555555556,11.323555555555558
Idaho,1603210,Three creek jt elem district,5,,54.32355555555556,
Idaho,1603240,Twin falls district,4519,48.0,54.32355555555556,6.323555555555558
Idaho,1603270,Valley district,336,30.0,54.32355555555556,24.323555555555558
Idaho,1603300,Wallace district,267,40.0,54.32355555555556,14.323555555555558
Idaho,1603330,Weiser district,819,51.0,54.32355555555556,3.323555555555558
Idaho,1603360,Wendell district,606,35.0,54.32355555555556,19.323555555555558
Idaho,1603400,West jefferson district,319,47.0,54.32355555555556,7.323555555555558
Idaho,1603420,West side joint district,354,55.0,54.32355555555556,0.6764444444444422
Idaho,1603480,Wilder district,236,27.0,54.32355555555556,27.323555555555558
Illinois,1700001,River ridge cusd 210,265,44.0,54.32355555555556,10.323555555555558
Illinois,1700002,Casey-westfield cusd 4c,461,25.0,54.32355555555556,29.323555555555558
Illinois,1700003,Blue ridge cusd 18,406,28.0,54.32355555555556,26.323555555555558
Illinois,1700004,Norris city-omaha-enfield cusd 3,343,35.0,54.32355555555556,19.323555555555558
Illinois,1700005,Prairie central cusd 8,1025,40.0,54.32355555555556,14.323555555555558
Illinois,1700007,Eastland cusd 308,330,46.0,54.32355555555556,8.323555555555558
Illinois,1700009,Pinckneyville sd 50,385,31.0,54.32355555555556,23.323555555555558
Illinois,1700010,Beach park ccsd 3,1584,28.0,54.32355555555556,26.323555555555558
Illinois,1700014,Goreville cud 1,295,40.0,54.32355555555556,14.323555555555558
Illinois,1700015,Joppa-maple grove ud 38,141,,54.32355555555556,
Illinois,1700041,Gibson city-melvin-sibley cusd 5,556,47.0,54.32355555555556,7.323555555555558
Illinois,1700044,Farmington central cusd 265,645,26.0,54.32355555555556,28.323555555555558
Illinois,1700045,Gallatin cusd 7,383,31.0,54.32355555555556,23.323555555555558
Illinois,1700065,Saunemin ccsd 438,68,,54.32355555555556,
Illinois,1700077,Marengo-union e cons d 165,639,44.0,54.32355555555556,10.323555555555558
Illinois,1700092,Georgetown-ridge farm cud 4,471,12.0,54.32355555555556,42.32355555555556
Illinois,1700099,Isu  laboratory schools,271,77.0,54.32355555555556,22.676444444444442
Illinois,1700102,Brussels cusd 42,58,,54.32355555555556,
Illinois,1700103,New holland-middletown ed 88,69,,54.32355555555556,
Illinois,1700105,A-c central cusd 262,230,22.0,54.32355555555556,32.32355555555556
Illinois,1700106,Heritage cusd 8,249,35.0,54.32355555555556,19.323555555555558
Illinois,1700109,Ridgeview cusd 19,303,23.0,54.32355555555556,31.323555555555558
Illinois,1700110,North chicago sd 187,1753,12.0,54.32355555555556,42.32355555555556
Illinois,1700112,Streator esd 44,1135,23.0,54.32355555555556,31.323555555555558
Illinois,1700113,Illini central cusd 189,325,29.0,54.32355555555556,25.323555555555558
Illinois,1700114,South central cud 401,326,39.0,54.32355555555556,15.323555555555558
Illinois,1700115,Henry-senachwine cusd 5,289,31.0,54.32355555555556,23.323555555555558
Illinois,1700119,North shore sd 112,2827,51.0,54.32355555555556,3.323555555555558
Illinois,1700120,Lostant cusd 425,65,,54.32355555555556,
Illinois,1700122,Shiloh cusd 1,196,,54.32355555555556,
Illinois,1700123,Meridian cusd 15,501,23.0,54.32355555555556,31.323555555555558
Illinois,1700125,Bureau valley cusd 340,548,41.0,54.32355555555556,13.323555555555558
Illinois,1700126,Midland cusd 7,338,51.0,54.32355555555556,3.323555555555558
Illinois,1700153,Lewistown cusd 97,345,22.0,54.32355555555556,32.32355555555556
Illinois,1700176,Cowden-herrick cusd 3a,225,20.0,54.32355555555556,34.32355555555556
Illinois,1700217,Christopher usd 99,439,20.0,54.32355555555556,34.32355555555556
Illinois,1700218,Prairie crossing charter school,244,61.0,54.32355555555556,6.676444444444442
Illinois,1700222,Nippersink sd 2,888,48.0,54.32355555555556,6.323555555555558
Illinois,1700223,Okaw valley cusd 302,286,35.0,54.32355555555556,19.323555555555558
Illinois,1700310,West carroll cusd 314,565,21.0,54.32355555555556,33.32355555555556
Illinois,1700314,West prairie cusd 103,300,41.0,54.32355555555556,13.323555555555558
Illinois,1700319,West central cusd 235,415,25.0,54.32355555555556,29.323555555555558
Illinois,1700320,Monmouth-roseville cusd 238,781,24.0,54.32355555555556,30.323555555555558
Illinois,1700321,United cusd 304,438,30.0,54.32355555555556,24.323555555555558
Illinois,1700323,Crescent iroquois cusd 249,54,,54.32355555555556,
Illinois,1700324,Sangamon valley cusd 9,380,56.0,54.32355555555556,1.6764444444444422
Illinois,1700326,El paso-gridley cusd 11,561,41.0,54.32355555555556,13.323555555555558
Illinois,1700330,Prairieview-ogden ccsd 197,153,,54.32355555555556,
Illinois,1700332,Schuyler-industry cusd 5,572,31.0,54.32355555555556,23.323555555555558
Illinois,1701381,La harpe csd 347,139,,54.32355555555556,
Illinois,1701382,Thompsonville cusd 174,162,,54.32355555555556,
Illinois,1701384,Illini west h s dist 307,93,,54.32355555555556,
Illinois,1701385,Carthage esd 317,246,52.0,54.32355555555556,2.323555555555558
Illinois,1701387,Western cusd 12,283,20.0,54.32355555555556,34.32355555555556
Illinois,1701388,Dallas esd 327,106,,54.32355555555556,
Illinois,1701390,Flanagan-cornell dist 74,146,,54.32355555555556,
Illinois,1701395,Mercer county school district 404,680,36.0,54.32355555555556,18.323555555555558
Illinois,1701400,Southland college prep,112,,54.32355555555556,
Illinois,1701403,North mac cusd 34,739,31.0,54.32355555555556,23.323555555555558
Illinois,1701404,Odin psd 722,147,,54.32355555555556,
Illinois,1701410,Horizon science acad-mckinley park,318,32.0,54.32355555555556,22.323555555555558
Illinois,1701411,East coloma - nelson cesd 20,198,,54.32355555555556,
Illinois,1701412,Horizon science acad-belmont,181,,54.32355555555556,
Illinois,1701413,Abingdon-avon cusd 276,509,24.0,54.32355555555556,30.323555555555558
Illinois,1701416,Milford area public schools district 124,321,33.0,54.32355555555556,21.323555555555558
Illinois,1703150,Addison sd 4,2735,26.0,54.32355555555556,28.323555555555558
Illinois,1703210,Akin ccsd 91,48,,54.32355555555556,
Illinois,1703270,Albers sd 63,118,,54.32355555555556,
Illinois,1703300,Alden hebron sd 19,229,30.0,54.32355555555556,24.323555555555558
Illinois,1703420,Allen-otter creek ccsd 65,67,,54.32355555555556,
Illinois,1703450,Allendale ccsd 17,72,,54.32355555555556,
Illinois,1703480,Alsip-hazlgrn-oaklwn sd 126,1042,34.0,54.32355555555556,20.323555555555558
Illinois,1703510,Altamont cusd 10,398,26.0,54.32355555555556,28.323555555555558
Illinois,1703600,Alton cusd 11,3112,31.0,54.32355555555556,23.323555555555558
Illinois,1703660,Alwood cusd 225,201,49.0,54.32355555555556,5.323555555555558
Illinois,1703690,Amboy cusd 272,363,37.0,54.32355555555556,17.323555555555558
Illinois,1703750,Anna ccsd 37,474,35.0,54.32355555555556,19.323555555555558
Illinois,1703780,Anna jonesboro chsd 81,101,,54.32355555555556,
Illinois,1703810,Annawan cusd 226,177,,54.32355555555556,
Illinois,1703840,Antioch ccsd 34,1956,41.0,54.32355555555556,13.323555555555558
Illinois,1703870,Chsd 117,645,43.0,54.32355555555556,11.323555555555558
Illinois,1703900,Aptakisic-tripp ccsd 102,1360,70.0,54.32355555555556,15.676444444444442
Illinois,1703930,Arbor park sd 145,929,33.0,54.32355555555556,21.323555555555558
Illinois,1703960,Arcola cusd 306,396,20.0,54.32355555555556,34.32355555555556
Illinois,1703990,Argenta-oreana cusd 1,465,31.0,54.32355555555556,23.323555555555558
Illinois,1704020,Argo chsd 217,294,26.0,54.32355555555556,28.323555555555558
Illinois,1704050,Summit sd 104,1138,42.0,54.32355555555556,12.323555555555558
Illinois,1704140,Arlington heights sd 25,3537,74.0,54.32355555555556,19.676444444444442
Illinois,1704170,Township hsd 214,1307,39.0,54.32355555555556,15.323555555555558
Illinois,1704200,Armstrong-ellis cons sd 61,51,,54.32355555555556,
Illinois,1704230,Armstrong twp hsd 225,25,,54.32355555555556,
Illinois,1704260,Arthur cusd 305,612,27.0,54.32355555555556,27.323555555555558
Illinois,1704340,Ashley ccsd 15,91,,54.32355555555556,
Illinois,1704380,Ashton-franklin center cusd 275,274,30.0,54.32355555555556,24.323555555555558
Illinois,1704440,Astoria cusd 1,178,,54.32355555555556,
Illinois,1704470,Athens cusd 213,528,37.0,54.32355555555556,17.323555555555558
Illinois,1704560,Atwood heights sd 125,456,34.0,54.32355555555556,20.323555555555558
Illinois,1704620,Auburn cusd 10,682,32.0,54.32355555555556,22.323555555555558
Illinois,1704680,Aurora east usd 131,6975,16.0,54.32355555555556,38.32355555555556
Illinois,1704710,Aurora west usd 129,6473,25.0,54.32355555555556,29.323555555555558
Illinois,1704740,Aviston sd 21,250,55.0,54.32355555555556,0.6764444444444422
Illinois,1704770,Central chsd 71,114,,54.32355555555556,
Illinois,1704800,Avoca sd 37,482,78.0,54.32355555555556,23.676444444444442
Illinois,1704920,Ball chatham cusd 5,2428,37.0,54.32355555555556,17.323555555555558
Illinois,1704950,Bannockburn sd 106,134,,54.32355555555556,
Illinois,1705050,Barrington cusd 220,4619,62.0,54.32355555555556,7.676444444444442
Illinois,1705160,Bartelso sd 57,87,,54.32355555555556,
Illinois,1705190,Bartonville sd 66,144,,54.32355555555556,
Illinois,1705220,Batavia usd 101,3291,51.0,54.32355555555556,3.323555555555558
